preds;Attrition_Flag;Customer_Age;Education_Level;Income_Category;Card_Category;Credit_Limit;Avg_Utilization_Ratio;Gender
Client desabonne;Client abonne;36;Graduate;$40K - $60K;Blue;7758.0;0.18100000000000002;M
Client desabonne;Client desabonne;40;Post-Graduate;Less than $40K;Silver;10836.0;0.17800000000000002;F
Client desabonne;Client desabonne;47;Post-Graduate;$60K - $80K;Blue;5062.0;0.39399999999999996;M
Client desabonne;Client desabonne;26;High School;$40K - $60K;Blue;2212.0;0.755;M
Client desabonne;Client desabonne;52;Graduate;Less than $40K;Blue;5927.0;0.391;F
Client desabonne;Client desabonne;50;Graduate;$80K - $120K;Blue;3126.0;0.0;M
Client desabonne;Client desabonne;34;Graduate;$80K - $120K;Blue;4670.0;0.0;M
Client desabonne;Client desabonne;49;High School;$80K - $120K;Blue;10155.0;0.17800000000000002;M
Client desabonne;Client desabonne;53;High School;$80K - $120K;Blue;15242.0;0.077;M
Client desabonne;Client desabonne;48;Doctorate;$120K +;Blue;34516.0;0.073;M
Client desabonne;Client desabonne;32;Graduate;Less than $40K;Blue;1438.3;0.8540000000000001;F
Client desabonne;Client desabonne;38;High School;$80K - $120K;Gold;34516.0;0.033;M
Client desabonne;Client desabonne;43;Uneducated;$80K - $120K;Blue;16043.0;0.127;M
Client abonne;Client abonne;51;Graduate;Less than $40K;Blue;3181.0;0.7909999999999999;F
Client desabonne;Client desabonne;58;Graduate;$120K +;Blue;27088.0;0.0;M
Client desabonne;Client desabonne;59;Graduate;Less than $40K;Blue;5688.0;0.161;F
Client desabonne;Client desabonne;51;High School;$60K - $80K;Blue;10462.0;0.174;M
Client abonne;Client abonne;62;High School;$40K - $60K;Blue;5249.0;0.0;F
Client desabonne;Client desabonne;33;Uneducated;$120K +;Blue;10705.0;0.126;M
Client desabonne;Client desabonne;54;High School;$80K - $120K;Blue;16494.0;0.08199999999999999;M
Client desabonne;Client desabonne;37;Graduate;$40K - $60K;Blue;6469.0;0.363;F
Client desabonne;Client desabonne;61;High School;$80K - $120K;Blue;2800.0;0.8740000000000001;M
Client desabonne;Client desabonne;56;Doctorate;$60K - $80K;Blue;5248.0;0.34600000000000003;M
Client desabonne;Client desabonne;51;Post-Graduate;Less than $40K;Blue;5881.0;0.341;F
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Blue;1467.0;0.611;F
Client desabonne;Client desabonne;64;Uneducated;$40K - $60K;Blue;4999.0;0.46;F
Client desabonne;Client desabonne;38;Uneducated;Less than $40K;Blue;8638.0;0.0;F
Client desabonne;Client desabonne;53;Uneducated;$120K +;Blue;9343.0;0.138;M
Client desabonne;Client desabonne;35;Post-Graduate;$40K - $60K;Blue;2256.0;0.344;M
Client desabonne;Client desabonne;26;College;$60K - $80K;Blue;8267.0;0.20800000000000002;M
Client desabonne;Client desabonne;32;High School;$40K - $60K;Blue;2235.0;0.733;M
Client desabonne;Client desabonne;36;Uneducated;$40K - $60K;Blue;3735.0;0.5429999999999999;M
Client desabonne;Client abonne;48;College;$80K - $120K;Blue;2111.0;0.0;M
Client desabonne;Client desabonne;52;Graduate;$80K - $120K;Blue;21782.0;0.046;M
Client desabonne;Client desabonne;52;High School;Less than $40K;Blue;2133.0;0.6890000000000001;F
Client desabonne;Client desabonne;58;Doctorate;$40K - $60K;Silver;16677.0;0.095;F
Client desabonne;Client desabonne;38;Graduate;Less than $40K;Blue;2717.0;0.586;F
Client desabonne;Client desabonne;60;Graduate;Less than $40K;Blue;3980.0;0.23399999999999999;M
Client desabonne;Client desabonne;43;College;Less than $40K;Blue;2227.0;0.626;F
Client desabonne;Client desabonne;35;Post-Graduate;$80K - $120K;Silver;34516.0;0.054000000000000006;M
Client abonne;Client desabonne;38;Graduate;Less than $40K;Blue;1860.0;0.0;F
Client desabonne;Client desabonne;43;College;$40K - $60K;Blue;4559.0;0.365;M
Client desabonne;Client desabonne;36;Post-Graduate;Less than $40K;Blue;4701.0;0.317;F
Client abonne;Client desabonne;34;College;$80K - $120K;Blue;1631.0;0.0;M
Client desabonne;Client desabonne;43;College;Less than $40K;Blue;2304.0;0.69;F
Client desabonne;Client desabonne;48;Uneducated;$40K - $60K;Blue;5210.0;0.0;F
Client desabonne;Client desabonne;44;Graduate;$40K - $60K;Blue;5452.0;0.384;M
Client desabonne;Client desabonne;38;Graduate;$60K - $80K;Blue;7475.0;0.19699999999999998;M
Client desabonne;Client desabonne;62;High School;$40K - $60K;Blue;2359.0;0.526;M
Client abonne;Client desabonne;64;High School;$40K - $60K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;52;College;$80K - $120K;Blue;2066.0;0.775;M
Client desabonne;Client desabonne;43;High School;$80K - $120K;Blue;34516.0;0.031;M
Client desabonne;Client desabonne;40;Graduate;$60K - $80K;Blue;2742.0;0.516;M
Client desabonne;Client desabonne;54;High School;$60K - $80K;Blue;20050.0;0.061;M
Client desabonne;Client desabonne;34;High School;Less than $40K;Blue;3046.0;0.748;F
Client desabonne;Client desabonne;33;High School;Less than $40K;Blue;6193.0;0.11199999999999999;F
Client desabonne;Client desabonne;36;Graduate;$80K - $120K;Blue;5634.0;0.354;M
Client desabonne;Client desabonne;65;Graduate;Less than $40K;Blue;4507.0;0.349;M
Client desabonne;Client desabonne;43;High School;$40K - $60K;Blue;3040.0;0.828;M
Client desabonne;Client desabonne;53;Graduate;$120K +;Blue;21006.0;0.091;M
Client desabonne;Client desabonne;48;College;Less than $40K;Blue;7326.0;0.233;F
Client abonne;Client abonne;39;High School;Less than $40K;Blue;3651.0;0.0;F
Client desabonne;Client desabonne;48;Graduate;$60K - $80K;Blue;6085.0;0.153;M
Client desabonne;Client desabonne;51;High School;$60K - $80K;Blue;22332.0;0.078;M
Client abonne;Client desabonne;38;Graduate;Less than $40K;Blue;4429.0;0.0;F
Client desabonne;Client desabonne;35;Graduate;$60K - $80K;Blue;3991.0;0.49700000000000005;M
Client desabonne;Client desabonne;46;Doctorate;Less than $40K;Blue;2201.0;0.29600000000000004;F
Client desabonne;Client desabonne;48;College;$80K - $120K;Blue;2852.0;0.258;M
Client desabonne;Client desabonne;49;Uneducated;Less than $40K;Blue;9723.0;0.253;F
Client desabonne;Client desabonne;35;High School;$40K - $60K;Blue;5325.0;0.248;M
Client desabonne;Client desabonne;54;Uneducated;Less than $40K;Blue;5413.0;0.33899999999999997;F
Client desabonne;Client desabonne;50;High School;$80K - $120K;Blue;4252.0;0.0;M
Client desabonne;Client desabonne;54;Graduate;Less than $40K;Blue;2031.0;0.526;F
Client desabonne;Client desabonne;39;High School;$80K - $120K;Blue;3327.0;0.0;M
Client desabonne;Client desabonne;53;High School;$120K +;Blue;7272.0;0.28;M
Client desabonne;Client desabonne;32;College;$80K - $120K;Blue;34516.0;0.0;M
Client desabonne;Client desabonne;57;Uneducated;Less than $40K;Blue;2515.0;0.764;F
Client desabonne;Client desabonne;65;High School;Less than $40K;Blue;2798.0;0.645;F
Client desabonne;Client desabonne;57;Uneducated;$80K - $120K;Blue;34516.0;0.061;M
Client desabonne;Client desabonne;65;College;Less than $40K;Blue;1438.3;0.473;F
Client desabonne;Client desabonne;65;High School;Less than $40K;Silver;12609.0;0.2;M
Client desabonne;Client desabonne;55;College;$80K - $120K;Blue;19159.0;0.11;M
Client desabonne;Client desabonne;54;College;$80K - $120K;Blue;9642.0;0.261;M
Client desabonne;Client desabonne;44;High School;$120K +;Blue;8396.0;0.19899999999999998;M
Client desabonne;Client desabonne;58;Uneducated;$80K - $120K;Blue;6978.0;0.165;M
Client desabonne;Client desabonne;53;College;$40K - $60K;Blue;2459.0;0.705;F
Client desabonne;Client desabonne;33;High School;Less than $40K;Silver;12956.0;0.0;F
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;7128.0;0.21899999999999997;F
Client desabonne;Client desabonne;38;Graduate;Less than $40K;Blue;2193.0;0.575;F
Client desabonne;Client desabonne;57;Doctorate;$80K - $120K;Blue;4522.0;0.41200000000000003;M
Client desabonne;Client desabonne;36;Uneducated;$40K - $60K;Blue;2157.0;0.266;M
Client desabonne;Client desabonne;35;Uneducated;$80K - $120K;Blue;11927.0;0.057;M
Client desabonne;Client desabonne;56;Doctorate;$60K - $80K;Blue;6036.0;0.233;M
Client desabonne;Client desabonne;38;High School;Less than $40K;Blue;2096.0;0.748;F
Client desabonne;Client desabonne;54;Graduate;Less than $40K;Blue;1906.0;0.667;F
Client abonne;Client abonne;53;Graduate;$80K - $120K;Blue;6214.0;0.185;M
Client desabonne;Client desabonne;30;Graduate;Less than $40K;Blue;1512.0;0.536;F
Client desabonne;Client desabonne;47;Uneducated;$80K - $120K;Silver;34516.0;0.021;M
Client desabonne;Client desabonne;60;College;Less than $40K;Blue;3346.0;0.276;F
Client abonne;Client abonne;54;College;$120K +;Blue;34516.0;0.0;M
Client desabonne;Client desabonne;37;Uneducated;Less than $40K;Blue;6660.0;0.205;F
Client desabonne;Client desabonne;32;Post-Graduate;Less than $40K;Blue;2234.0;0.835;F
Client desabonne;Client desabonne;44;Uneducated;Less than $40K;Blue;9671.0;0.073;F
Client desabonne;Client desabonne;53;College;$40K - $60K;Blue;6605.0;0.22399999999999998;F
Client desabonne;Client desabonne;43;High School;$80K - $120K;Blue;3083.0;0.616;M
Client abonne;Client abonne;49;Graduate;Less than $40K;Blue;5456.0;0.174;F
Client desabonne;Client desabonne;56;College;$40K - $60K;Blue;4088.0;0.381;F
Client desabonne;Client desabonne;26;Graduate;$40K - $60K;Blue;3930.0;0.0;F
Client desabonne;Client desabonne;58;High School;$60K - $80K;Blue;4188.0;0.27399999999999997;M
Client desabonne;Client desabonne;35;High School;$80K - $120K;Blue;11521.0;0.1;M
Client desabonne;Client desabonne;37;High School;$60K - $80K;Blue;2253.0;0.74;M
Client desabonne;Client desabonne;43;High School;$80K - $120K;Blue;30503.0;0.083;M
Client desabonne;Client desabonne;49;Graduate;$60K - $80K;Blue;4596.0;0.0;M
Client desabonne;Client abonne;49;Uneducated;$80K - $120K;Blue;5701.0;0.442;M
Client desabonne;Client desabonne;39;Graduate;Less than $40K;Blue;3221.0;0.0;F
Client desabonne;Client desabonne;41;Uneducated;Less than $40K;Blue;3022.0;0.37799999999999995;F
Client desabonne;Client desabonne;32;High School;Less than $40K;Blue;2699.0;0.596;F
Client desabonne;Client desabonne;58;Uneducated;Less than $40K;Blue;2210.0;0.735;F
Client abonne;Client desabonne;56;Post-Graduate;$60K - $80K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;37;Graduate;Less than $40K;Blue;2041.0;0.8270000000000001;M
Client desabonne;Client desabonne;39;High School;$120K +;Blue;3250.0;0.522;M
Client desabonne;Client desabonne;26;Graduate;$40K - $60K;Blue;1643.0;0.67;F
Client desabonne;Client desabonne;36;College;$120K +;Blue;3158.0;0.0;M
Client desabonne;Client desabonne;53;College;Less than $40K;Blue;2972.0;0.727;F
Client desabonne;Client desabonne;38;Uneducated;Less than $40K;Blue;5645.0;0.0;F
Client desabonne;Client desabonne;37;Graduate;Less than $40K;Blue;2463.0;0.711;M
Client desabonne;Client desabonne;47;Graduate;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;56;College;$80K - $120K;Blue;34516.0;0.043;M
Client desabonne;Client desabonne;55;High School;Less than $40K;Blue;2897.0;0.5529999999999999;F
Client desabonne;Client desabonne;31;Uneducated;Less than $40K;Blue;5391.0;0.0;F
Client desabonne;Client desabonne;34;High School;$120K +;Blue;23959.0;0.105;M
Client desabonne;Client desabonne;33;High School;$60K - $80K;Blue;14918.0;0.136;M
Client desabonne;Client desabonne;38;Uneducated;Less than $40K;Blue;3590.0;0.536;F
Client desabonne;Client desabonne;65;Graduate;$40K - $60K;Blue;2297.0;0.0;M
Client desabonne;Client desabonne;57;High School;$80K - $120K;Blue;25058.0;0.068;M
Client abonne;Client abonne;58;High School;Less than $40K;Blue;7418.0;0.053;F
Client desabonne;Client desabonne;39;High School;Less than $40K;Blue;1578.0;0.48200000000000004;F
Client desabonne;Client desabonne;60;Uneducated;Less than $40K;Blue;2094.0;0.745;M
Client desabonne;Client desabonne;37;High School;Less than $40K;Blue;4138.0;0.0;F
Client desabonne;Client desabonne;56;Uneducated;$120K +;Blue;34516.0;0.03;M
Client desabonne;Client desabonne;60;High School;$60K - $80K;Blue;9592.0;0.205;M
Client desabonne;Client desabonne;56;High School;Less than $40K;Blue;8881.0;0.242;F
Client desabonne;Client desabonne;62;College;$40K - $60K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;41;Uneducated;Less than $40K;Blue;3893.0;0.297;F
Client desabonne;Client desabonne;59;Graduate;$40K - $60K;Blue;6035.0;0.231;M
Client desabonne;Client desabonne;26;High School;$60K - $80K;Blue;4327.0;0.0;M
Client abonne;Client abonne;40;Graduate;$80K - $120K;Silver;34516.0;0.0;M
Client desabonne;Client desabonne;37;High School;$60K - $80K;Blue;10320.0;0.174;M
Client desabonne;Client desabonne;65;Graduate;Less than $40K;Blue;3297.0;0.6970000000000001;F
Client desabonne;Client desabonne;46;College;$60K - $80K;Blue;9981.0;0.081;M
Client desabonne;Client desabonne;53;High School;$120K +;Blue;3329.0;0.32799999999999996;M
Client desabonne;Client desabonne;56;Uneducated;Less than $40K;Blue;5991.0;0.33299999999999996;F
Client desabonne;Client desabonne;48;Graduate;$40K - $60K;Blue;3235.0;0.778;M
Client desabonne;Client desabonne;34;High School;$120K +;Blue;6259.0;0.17;M
Client desabonne;Client desabonne;65;Graduate;Less than $40K;Blue;2541.0;0.636;M
Client desabonne;Client desabonne;55;Post-Graduate;$80K - $120K;Blue;21351.0;0.11800000000000001;M
Client desabonne;Client desabonne;54;High School;$120K +;Blue;20311.0;0.081;M
Client desabonne;Client desabonne;52;High School;$60K - $80K;Silver;33182.0;0.06;M
Client desabonne;Client desabonne;36;Uneducated;$60K - $80K;Blue;1686.0;0.743;M
Client abonne;Client abonne;56;Graduate;$60K - $80K;Blue;4742.0;0.18;M
Client desabonne;Client desabonne;33;Graduate;$60K - $80K;Blue;1726.0;0.7040000000000001;M
Client desabonne;Client desabonne;61;Graduate;$80K - $120K;Blue;8420.0;0.165;M
Client desabonne;Client desabonne;61;Graduate;$60K - $80K;Blue;3352.0;0.511;M
Client desabonne;Client desabonne;43;Uneducated;$40K - $60K;Blue;6648.0;0.337;M
Client desabonne;Client desabonne;48;College;Less than $40K;Blue;2335.0;0.79;F
Client desabonne;Client desabonne;36;Graduate;$60K - $80K;Blue;12397.0;0.081;M
Client desabonne;Client desabonne;34;Uneducated;$40K - $60K;Blue;1438.3;0.49200000000000005;M
Client desabonne;Client desabonne;53;Graduate;Less than $40K;Blue;2240.0;0.715;F
Client desabonne;Client desabonne;61;High School;Less than $40K;Blue;1795.0;0.442;F
Client desabonne;Client desabonne;55;High School;$80K - $120K;Blue;5741.0;0.33;M
Client desabonne;Client desabonne;38;Graduate;$80K - $120K;Blue;25662.0;0.059000000000000004;M
Client desabonne;Client desabonne;52;Uneducated;$80K - $120K;Blue;22103.0;0.069;M
Client desabonne;Client desabonne;36;High School;Less than $40K;Blue;1438.3;0.0;F
Client abonne;Client abonne;45;High School;$40K - $60K;Blue;12355.0;0.0;F
Client desabonne;Client desabonne;34;College;$40K - $60K;Blue;2000.0;0.0;F
Client desabonne;Client desabonne;27;Graduate;$120K +;Blue;8713.0;0.155;M
Client desabonne;Client desabonne;43;Graduate;Less than $40K;Silver;11583.0;0.054000000000000006;F
Client desabonne;Client desabonne;52;Graduate;$80K - $120K;Blue;1438.3;0.488;M
Client abonne;Client abonne;40;Uneducated;$80K - $120K;Blue;3616.0;0.318;M
Client desabonne;Client desabonne;45;Graduate;$60K - $80K;Blue;9791.0;0.134;M
Client desabonne;Client desabonne;37;Graduate;Less than $40K;Blue;8444.0;0.23;F
Client desabonne;Client desabonne;49;Graduate;Less than $40K;Blue;2228.0;0.45;F
Client desabonne;Client abonne;56;Graduate;$120K +;Blue;12211.0;0.0;M
Client desabonne;Client desabonne;62;High School;Less than $40K;Blue;1438.3;0.0;F
Client desabonne;Client desabonne;37;High School;$40K - $60K;Blue;1586.0;0.654;F
Client desabonne;Client desabonne;42;High School;$40K - $60K;Blue;2247.0;0.465;M
Client desabonne;Client desabonne;36;Graduate;$60K - $80K;Blue;2789.0;0.568;M
Client desabonne;Client desabonne;59;Graduate;$40K - $60K;Blue;4241.0;0.0;M
Client desabonne;Client desabonne;43;High School;$40K - $60K;Blue;4112.0;0.187;M
Client desabonne;Client desabonne;29;Graduate;$40K - $60K;Silver;15578.0;0.08900000000000001;M
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;4008.0;0.408;F
Client desabonne;Client desabonne;36;Post-Graduate;Less than $40K;Blue;3438.0;0.32799999999999996;F
Client desabonne;Client desabonne;53;High School;$80K - $120K;Blue;16692.0;0.147;M
Client desabonne;Client desabonne;36;Uneducated;Less than $40K;Blue;4066.0;0.40299999999999997;F
Client desabonne;Client desabonne;26;College;Less than $40K;Blue;1934.0;0.5529999999999999;M
Client desabonne;Client desabonne;55;Graduate;Less than $40K;Blue;3615.0;0.47;F
Client desabonne;Client desabonne;26;Uneducated;Less than $40K;Blue;2665.0;0.588;M
Client desabonne;Client desabonne;40;Graduate;$60K - $80K;Silver;28822.0;0.087;M
Client desabonne;Client desabonne;38;Graduate;$40K - $60K;Blue;14632.0;0.079;M
Client desabonne;Client desabonne;52;Graduate;$40K - $60K;Blue;3360.0;0.363;F
Client desabonne;Client desabonne;29;Graduate;$80K - $120K;Blue;14853.0;0.0;M
Client desabonne;Client desabonne;38;Graduate;$60K - $80K;Blue;4800.0;0.252;M
Client desabonne;Client desabonne;46;High School;Less than $40K;Blue;1438.3;0.682;F
Client desabonne;Client desabonne;57;Uneducated;$60K - $80K;Blue;8377.0;0.145;M
Client desabonne;Client desabonne;42;High School;$80K - $120K;Blue;4147.0;0.415;M
Client desabonne;Client desabonne;62;Post-Graduate;$40K - $60K;Blue;2644.0;0.835;F
Client desabonne;Client desabonne;35;High School;$40K - $60K;Blue;2100.0;0.452;M
Client desabonne;Client desabonne;39;Graduate;$60K - $80K;Blue;13003.0;0.0;M
Client desabonne;Client desabonne;64;College;Less than $40K;Blue;2492.0;0.5710000000000001;M
Client desabonne;Client desabonne;37;Graduate;Less than $40K;Blue;1758.0;0.6709999999999999;F
Client desabonne;Client desabonne;34;College;$60K - $80K;Blue;5510.0;0.29100000000000004;M
Client desabonne;Client desabonne;46;Uneducated;$60K - $80K;Blue;17196.0;0.096;M
Client desabonne;Client desabonne;65;High School;$40K - $60K;Blue;5877.0;0.289;F
Client desabonne;Client desabonne;36;Graduate;$60K - $80K;Blue;7667.0;0.0;M
Client desabonne;Client desabonne;35;College;$40K - $60K;Blue;2939.0;0.635;F
Client desabonne;Client desabonne;26;Post-Graduate;$40K - $60K;Blue;2773.0;0.75;M
Client desabonne;Client desabonne;52;Graduate;$60K - $80K;Blue;3323.0;0.695;M
Client desabonne;Client desabonne;37;High School;$40K - $60K;Blue;3601.0;0.34299999999999997;M
Client desabonne;Client desabonne;33;Graduate;Less than $40K;Blue;2307.0;0.6;F
Client desabonne;Client desabonne;59;Uneducated;$60K - $80K;Blue;3742.0;0.314;M
Client desabonne;Client desabonne;34;High School;$40K - $60K;Blue;2937.0;0.29600000000000004;M
Client desabonne;Client desabonne;59;Graduate;$60K - $80K;Blue;12554.0;0.17300000000000001;M
Client desabonne;Client desabonne;50;Graduate;$60K - $80K;Blue;4702.0;0.0;M
Client desabonne;Client desabonne;32;High School;$60K - $80K;Blue;14308.0;0.132;M
Client abonne;Client abonne;51;College;$40K - $60K;Blue;4882.0;0.142;F
Client desabonne;Client desabonne;41;Doctorate;$80K - $120K;Blue;33405.0;0.0;M
Client desabonne;Client desabonne;39;Graduate;$40K - $60K;Blue;2700.0;0.8220000000000001;F
Client desabonne;Client desabonne;49;Uneducated;Less than $40K;Blue;2934.0;0.812;F
Client desabonne;Client desabonne;36;Uneducated;Less than $40K;Blue;5750.0;0.265;F
Client desabonne;Client desabonne;56;College;$120K +;Blue;27157.0;0.057;M
Client desabonne;Client desabonne;37;Doctorate;$80K - $120K;Blue;12830.0;0.0;M
Client desabonne;Client desabonne;36;Uneducated;Less than $40K;Blue;2684.0;0.5489999999999999;F
Client desabonne;Client desabonne;62;Graduate;$80K - $120K;Blue;2437.0;0.574;M
Client desabonne;Client desabonne;31;Uneducated;Less than $40K;Blue;3827.0;0.365;F
Client desabonne;Client desabonne;42;High School;$120K +;Blue;34516.0;0.048;M
Client desabonne;Client desabonne;38;High School;$60K - $80K;Blue;5940.0;0.185;M
Client abonne;Client abonne;45;Graduate;$60K - $80K;Blue;13162.0;0.0;M
Client desabonne;Client desabonne;50;Graduate;Less than $40K;Blue;1963.0;0.691;F
Client desabonne;Client desabonne;58;Graduate;$80K - $120K;Blue;18713.0;0.055;M
Client desabonne;Client desabonne;35;High School;$80K - $120K;Blue;3023.0;0.475;M
Client desabonne;Client desabonne;58;High School;$120K +;Blue;6103.0;0.295;M
Client desabonne;Client desabonne;42;Graduate;$60K - $80K;Blue;10607.0;0.237;M
Client desabonne;Client desabonne;32;College;Less than $40K;Blue;2917.0;0.863;F
Client desabonne;Client desabonne;35;Graduate;$120K +;Blue;34516.0;0.028999999999999998;M
Client desabonne;Client desabonne;51;Uneducated;$80K - $120K;Blue;25197.0;0.1;M
Client desabonne;Client desabonne;63;Graduate;Less than $40K;Blue;2743.0;0.662;M
Client desabonne;Client desabonne;42;Graduate;$40K - $60K;Blue;3178.0;0.5660000000000001;M
Client desabonne;Client desabonne;38;Graduate;$80K - $120K;Blue;11444.0;0.11199999999999999;M
Client desabonne;Client desabonne;29;High School;$40K - $60K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;54;Uneducated;$40K - $60K;Blue;6387.0;0.25;M
Client desabonne;Client desabonne;33;Graduate;$40K - $60K;Blue;5657.0;0.317;M
Client desabonne;Client desabonne;49;Post-Graduate;$60K - $80K;Blue;2608.0;0.609;M
Client desabonne;Client desabonne;44;Graduate;Less than $40K;Blue;3203.0;0.648;F
Client desabonne;Client desabonne;57;Uneducated;$80K - $120K;Blue;2472.0;0.9940000000000001;M
Client desabonne;Client desabonne;52;Uneducated;Less than $40K;Blue;2147.0;0.546;F
Client desabonne;Client desabonne;52;Graduate;Less than $40K;Blue;3416.0;0.598;F
Client desabonne;Client desabonne;36;Post-Graduate;$60K - $80K;Blue;1606.0;0.49700000000000005;M
Client desabonne;Client desabonne;55;Graduate;$120K +;Blue;24336.0;0.035;M
Client desabonne;Client desabonne;30;Graduate;Less than $40K;Blue;5030.0;0.264;F
Client desabonne;Client desabonne;26;High School;Less than $40K;Blue;3517.0;0.34;F
Client desabonne;Client desabonne;48;High School;$40K - $60K;Blue;7400.0;0.086;M
Client desabonne;Client desabonne;53;Graduate;$40K - $60K;Blue;2956.0;0.47100000000000003;F
Client abonne;Client abonne;53;Graduate;$120K +;Blue;12778.0;0.04;M
Client desabonne;Client desabonne;58;Uneducated;Less than $40K;Blue;1942.0;0.7909999999999999;F
Client desabonne;Client desabonne;32;Graduate;$80K - $120K;Blue;29961.0;0.026000000000000002;M
Client abonne;Client desabonne;48;Uneducated;$60K - $80K;Silver;33791.0;0.0;M
Client desabonne;Client desabonne;48;High School;$40K - $60K;Silver;17657.0;0.114;M
Client desabonne;Client desabonne;54;College;$120K +;Blue;2821.0;0.856;M
Client desabonne;Client desabonne;59;High School;Less than $40K;Blue;1479.0;0.532;M
Client desabonne;Client desabonne;35;Graduate;$60K - $80K;Blue;1438.3;0.0;M
Client desabonne;Client desabonne;37;Post-Graduate;$40K - $60K;Blue;6859.0;0.257;M
Client desabonne;Client desabonne;36;High School;$120K +;Blue;3404.0;0.461;M
Client desabonne;Client desabonne;26;Uneducated;$40K - $60K;Blue;2158.0;0.785;M
Client abonne;Client abonne;35;Graduate;Less than $40K;Blue;1890.0;0.35200000000000004;F
Client abonne;Client abonne;40;Post-Graduate;$60K - $80K;Blue;18386.0;0.048;M
Client desabonne;Client desabonne;39;Graduate;Less than $40K;Blue;5634.0;0.365;F
Client desabonne;Client desabonne;32;Post-Graduate;$60K - $80K;Blue;5478.0;0.272;M
Client desabonne;Client desabonne;35;Post-Graduate;$80K - $120K;Blue;13046.0;0.09;M
Client desabonne;Client desabonne;39;Graduate;$40K - $60K;Blue;8687.0;0.132;M
Client desabonne;Client desabonne;53;Graduate;Less than $40K;Blue;6174.0;0.23;F
Client desabonne;Client desabonne;26;Graduate;$40K - $60K;Blue;5655.0;0.0;F
Client desabonne;Client desabonne;32;High School;$60K - $80K;Blue;5397.0;0.331;M
Client desabonne;Client desabonne;54;College;$120K +;Blue;28465.0;0.0;M
Client desabonne;Client desabonne;36;High School;Less than $40K;Blue;3444.0;0.7090000000000001;F
Client desabonne;Client desabonne;45;High School;Less than $40K;Blue;2104.0;0.602;F
Client desabonne;Client desabonne;49;Graduate;$80K - $120K;Blue;15610.0;0.131;M
Client desabonne;Client desabonne;64;Doctorate;Less than $40K;Blue;5462.0;0.341;F
Client desabonne;Client desabonne;31;Post-Graduate;$60K - $80K;Blue;2685.0;0.588;M
Client desabonne;Client desabonne;49;Uneducated;$40K - $60K;Blue;5238.0;0.261;F
Client desabonne;Client desabonne;32;High School;Less than $40K;Blue;4561.0;0.445;F
Client desabonne;Client desabonne;53;High School;$120K +;Blue;13091.0;0.075;M
Client desabonne;Client desabonne;30;Graduate;Less than $40K;Blue;7087.0;0.15;F
Client desabonne;Client desabonne;34;Uneducated;$120K +;Blue;34516.0;0.073;M
Client desabonne;Client desabonne;41;Post-Graduate;$40K - $60K;Blue;10266.0;0.135;M
Client desabonne;Client desabonne;33;Uneducated;$40K - $60K;Blue;6732.0;0.0;F
Client desabonne;Client desabonne;56;High School;$120K +;Blue;12181.0;0.14;M
Client desabonne;Client desabonne;36;High School;$80K - $120K;Blue;7056.0;0.0;M
Client desabonne;Client desabonne;35;Graduate;$60K - $80K;Blue;14365.0;0.0;M
Client desabonne;Client desabonne;27;Graduate;$40K - $60K;Blue;11473.0;0.07200000000000001;M
Client desabonne;Client desabonne;46;High School;$60K - $80K;Blue;23996.0;0.105;M
Client desabonne;Client desabonne;48;Graduate;$60K - $80K;Blue;2998.0;0.597;M
Client desabonne;Client desabonne;38;Graduate;$60K - $80K;Blue;2405.0;0.6459999999999999;M
Client desabonne;Client desabonne;36;Post-Graduate;$80K - $120K;Blue;21927.0;0.059000000000000004;M
Client desabonne;Client desabonne;56;High School;$80K - $120K;Blue;3906.0;0.474;M
Client desabonne;Client desabonne;32;Doctorate;$60K - $80K;Blue;10029.0;0.06;M
Client desabonne;Client desabonne;36;Doctorate;$60K - $80K;Blue;4934.0;0.305;M
Client desabonne;Client desabonne;35;High School;Less than $40K;Silver;13882.0;0.105;F
Client desabonne;Client desabonne;32;High School;$60K - $80K;Blue;4116.0;0.297;M
Client desabonne;Client desabonne;56;High School;$40K - $60K;Blue;13904.0;0.045;F
Client desabonne;Client desabonne;37;Uneducated;Less than $40K;Blue;2509.0;0.456;F
Client desabonne;Client desabonne;38;Graduate;Less than $40K;Blue;2484.0;0.865;F
Client desabonne;Client desabonne;35;College;$60K - $80K;Blue;2780.0;0.0;M
Client desabonne;Client desabonne;48;Doctorate;$80K - $120K;Blue;18102.0;0.076;M
Client desabonne;Client desabonne;29;Graduate;$40K - $60K;Blue;4532.0;0.0;M
Client desabonne;Client desabonne;33;Graduate;$80K - $120K;Blue;22399.0;0.064;M
Client desabonne;Client desabonne;39;High School;$40K - $60K;Blue;4489.0;0.556;F
Client desabonne;Client desabonne;27;High School;Less than $40K;Blue;1864.0;0.742;F
Client desabonne;Client desabonne;31;Graduate;$40K - $60K;Blue;1935.0;0.534;M
